rmv,LEDs_temp,drivers_temp,board_temp,micro_temp,integration_time,input_power,dimming_level,led,intensity
0.030206019,22.54,23.83,26.98,32.79,587,3948,100,1,2665
0.013876689,23.83,23.71,27.29,32.5,818,11217,100,6,2535
0.017170755,26,23.91,27.05,32.5,813,7860,100,5,3380
0.008205001,24.76,23.87,27.01,32.5,820,1932,100,0,585
0.02114494,23.17,23.99,27.17,32.2,795,5962,100,3,3510
0.018891649,24.32,23.75,27.17,32.79,821,2776,100,0,1430
0.035395086,23,23.67,27.13,32.5,531,4378,100,1,3185
0.052570783,23.21,23.79,26.9,32.2,668,6312,100,9,3965
0.00925543,23.91,24.28,27.21,32.2,833,4210,100,5,1560
0.014734664,24.24,23.71,27.4,33.08,817,4449,100,3,2340
0.019792484,24.07,23.79,27.4,32.5,821,3045,100,8,2080
0.014940501,24.03,23.75,27.55,32.5,813,11979,100,6,2730
0.009954369,26.19,23.83,27.36,32.5,803,2084,100,0,650
0.002547049,22.75,23.79,27.32,31.91,921,1508,100,1,195
0.017558882,22.25,23.71,27.21,32.79,812,5928,100,4,2405
0.013611223,23.46,23.71,27.25,31.62,781,6305,100,5,2600
0.004186148,24.24,23.71,27.13,32.79,863,4046,100,6,780
0.003956298,23.58,23.67,27.17,32.2,837,2025,100,3,520
0.004263054,22.54,23.63,27.4,32.2,893,2308,100,5,585
0.004706742,22.71,23.75,26.98,31.62,831,2154,100,3,650
0.007389474,22.75,23.75,27.01,32.2,839,2788,100,3,1105
0.010935411,22.84,23.54,27.32,32.79,828,2128,100,0,780
0.042037711,22.5,23.5,27.09,32.5,425,5090,100,1,3965
0.03437078,22.75,23.63,26.98,31.91,485,4081,100,0,2925
0.024065923,22.71,23.5,27.09,32.79,788,5701,100,2,3185
0.005757355,23.75,23.46,27.32,32.5,811,5183,100,6,1040
0.022937279,23.79,23.46,26.98,32.2,592,5300,100,2,2860
0.029068492,23.38,23.54,26.94,32.5,543,3649,100,0,2405
0.010801326,23.42,23.46,27.25,32.5,792,3559,100,3,1690
0.02074456,23.38,23.59,27.05,32.5,747,4884,100,2,2535
0.023818379,23.04,23.83,27.01,33.08,703,3228,100,0,1950
0.004464983,23,23.67,26.98,32.2,847,4248,100,6,845
0.029206337,23.54,23.67,26.9,31.91,681,6738,100,2,3900
0.000293922,23.58,23.67,27.05,32.2,1450,1498,100,6,130
0.012648067,22.54,23.05,26.98,32.2,827,3977,100,3,2015
0.019105203,24.72,23.17,26.9,31.62,799,15199,100,6,3510
0.015028463,26.89,23.34,26.82,32.2,817,3774,100,2,1755
0.04501,23.09,23.59,26.35,31.62,721,5537,100,9,3380
0.042057954,23.58,23.63,26.86,31.91,426,5045,100,1,3900
0.033409849,22.88,23.46,26.82,32.2,588,4374,100,8,3965
0.005531868,22.79,23.54,26.86,32.2,819,2004,100,2,520
0.024551213,22.58,23.59,26.9,32.5,651,3285,100,0,2015
0.018382909,23.87,23.5,26.9,32.5,801,14663,100,6,3380
0.015290883,27.93,23.75,26.74,32.2,812,12264,100,6,2795
4.11E-05,26.31,23.71,26.86,32.2,1801,1375,100,7,65
0.001287529,22.16,23.38,26.74,31.62,1075,1421,100,0,130
0.007314031,22.08,23.42,26.66,31.62,820,1912,100,8,650
0.006407262,22.5,23.13,26.35,31.91,794,5705,100,6,1170
0.013440366,24.68,23.3,26.7,31.62,820,10913,100,6,2470
0.005989852,25.36,23.34,26.59,31.91,834,3955,100,7,845
0.014350099,23.25,23.99,26.43,31.62,819,4392,100,3,2275
0.004737522,23.58,23.59,26.98,31.91,931,1690,100,8,325
0.041538864,22.58,23.59,26.94,32.2,430,4647,100,0,3510
0.009770386,22.79,23.63,26.94,31.91,825,3506,100,4,1170
0.020566635,23.58,23.58,26.74,32.79,747,5818,100,3,3380
0.006529035,24.48,23.67,27.13,31.91,836,5815,100,6,1235
0.036710773,23.99,23.59,26.9,31.62,480,4544,100,1,3315
0.007374326,23,23.91,26.82,31.32,847,2819,100,3,1040
0.003783048,23.25,23.59,27.25,32.2,831,3810,100,6,715
0.00265907,23.46,23.67,27.32,32.5,865,2977,100,6,520
0.01008556,22.96,23.63,27.05,32.79,799,2150,100,8,975
0.000253026,22.54,23.71,27.05,32.5,1120,1455,100,7,130
0.000238835,22.16,23.54,26.74,32.2,44,4062,100,8,3445
0.016841292,22.54,23.46,26.86,31.91,828,2673,100,0,1300
0.004858796,22.46,23.42,26.86,31.91,808,3359,100,7,715
0.033304714,23,23.63,26.82,31.62,589,4355,100,8,3900
0.012504429,22.79,23.59,26.74,31.62,832,2418,100,9,845
0.013512453,22.54,23.59,26.9,31.91,803,2478,100,8,1430
0.009996542,22.54,23.71,26.74,32.2,799,3364,100,3,1560
0.010887716,23.33,23.59,26.9,32.2,807,4956,100,5,1950
0.035394639,24.07,23.59,26.98,32.5,580,19577,100,7,3965
0.019199761,27.39,23.95,26.82,32.5,803,10561,100,7,2210
0.017640797,25.48,24.24,27.01,32.2,818,2849,100,1,1430
0.021216685,23.04,23.99,26.78,31.91,815,3150,100,8,2275
0.031309076,23.5,23.91,26.98,32.5,632,17243,100,7,3640
0.0055345,26.31,24.16,26.97,31.91,840,2783,100,5,845
0.021109946,23.58,24.12,27.09,32.5,596,5959,100,3,3445
0.006021305,24.48,23.99,27.13,32.2,823,1807,100,9,390
0.021750642,22.75,23.87,27.13,32.2,745,3287,100,9,1560
0.026386326,23.17,23.83,27.13,32.2,687,9501,100,4,4095
0.019400584,24.6,23.79,27.09,32.5,804,9305,100,5,3965
0.003017253,25.24,23.75,27.13,32.5,928,1667,100,2,260
0.01974152,22.75,23.95,26.98,32.2,800,4692,100,2,2405
0.015834425,23.42,23.95,27.28,32.5,819,7150,100,5,3055
0.000986275,24.4,24.08,27.17,32.2,1291,1451,100,5,195
0.007845385,22.42,23.63,27.17,32.5,832,1969,100,1,520
0.026880685,22.42,23.63,27.25,32.2,685,6087,100,2,3445
0.012796381,23.25,23.79,27.13,32.5,818,2405,100,8,1235
0.015171362,22.54,23.91,27.01,32.2,792,2493,100,0,1105
0.001273819,22.58,23.71,27.13,32.2,1293,1414,100,8,130
0.02908157,22.63,23.46,26.98,32.2,632,6561,100,2,3770
0.008075557,23.83,23.75,26.98,32.2,813,6954,100,6,1495
0.007435773,24.52,23.91,26.94,32.2,831,1915,100,9,520
0.003617199,22.88,23.59,26.94,32.5,842,2843,100,7,585
0.013179385,22.84,23.75,27.13,31.91,826,2450,100,9,910
0.015563774,22.75,23.71,27.01,31.91,794,2637,100,8,1560
0.026637519,22.88,23.79,27.01,32.2,739,14311,100,7,2990
0.005552226,26.04,24.04,27.13,32.2,844,2353,100,3,780
0.005857014,23.5,23.79,27.09,32.2,852,5328,100,6,1105
0.022373114,24.2,23.83,27.09,32.2,746,7587,100,4,3250
0.011222741,24.48,23.91,27.4,32.2,782,9347,100,6,2080
0.011762491,25.68,23.83,27.17,32.5,819,2247,100,0,845
0.015340865,22.79,23.91,27.21,32.5,787,2501,100,0,1170
0.035576876,23.17,23.95,27.13,31.91,777,4491,100,9,2600
0.032385141,23.95,23.83,27.28,32.79,631,17869,100,7,3770
0.007927611,26.58,24.12,27.28,32.5,808,3673,100,5,1300
0.032456305,23.62,24.08,27.28,32.5,641,4231,100,8,3705
0.030675298,23.42,24.08,27.13,32.5,541,3808,100,0,2535
2.84E-05,23.13,23.99,27.25,32.2,991,1304,100,9,0
0.044919606,22.46,23.75,27.25,32.5,227,4998,100,0,3900
0.008776527,23.21,23.5,27.01,31.62,818,3082,100,3,1300
0.029311424,23.5,23.75,27.4,32.5,685,16098,100,7,3380
0.004536415,26.54,23.99,27.28,32.5,856,2138,100,3,585
0.021123586,23.21,24.16,27.4,32.5,697,3149,100,9,1495
0.016888563,23.42,23.95,27.21,32.5,814,7709,100,5,3315
0.027293153,24.64,23.91,27.32,32.2,783,6329,100,2,3640
0.032741025,24.03,23.95,27.32,32.5,780,4294,100,9,2340
0.00168678,23.66,23.99,27.44,32.2,915,2320,100,6,390
0.022709321,24.64,23.91,27.44,31.91,493,17819,100,6,4030
0.003432282,28.42,23.99,27.32,32.5,887,2064,100,5,455
0.009882008,23.99,24.16,27.17,32.79,794,8274,100,6,1820
0.02029592,25.84,24.04,27.05,32.79,798,5771,100,3,3315
0.020512976,24.88,23.99,27.44,32.2,761,2961,100,0,1690
0.019189322,23.21,24.08,27.36,31.91,813,2959,100,1,1560
0.003176875,23.09,23.95,27.4,32.79,902,1838,100,3,325
0.039897699,22.88,24.08,27.59,32.79,477,4842,100,1,3640
0.049310125,23.25,23.87,27.55,31.91,669,6001,100,9,3705
0.011328958,23.99,23.87,27.4,32.5,804,5122,100,5,2015
0.009920773,23.91,23.99,27.44,32.79,796,2277,100,9,715
0.002296977,23,23.95,27.25,32.79,844,2254,100,7,455
0.00725117,22.84,23.99,27.4,32.2,811,2306,100,2,715
0.042435557,22.92,24.08,27.4,33.08,424,5094,100,1,4095
0.02477902,23.17,23.99,27.25,32.2,751,3576,100,8,2925
0.012882342,23.17,23.87,27.4,32.5,787,5946,100,5,2405
0.007321749,24.24,23.99,27.32,32.2,825,3394,100,5,1170
0.022161847,23.58,23.91,27.21,32.5,747,7524,100,4,3185
0.003179484,24.07,23.87,27.4,32.2,879,1832,100,3,390
0.030971721,23.09,24.12,27.4,32.79,782,4119,100,9,2210
0.033242144,23.42,23.91,27.32,32.5,827,4683,100,9,2665
0.00579493,23.46,23.71,27.44,32.5,830,2442,100,3,845
0.003016214,23.25,23.79,27.28,32.2,831,3220,100,6,585
0.01140493,23.29,23.87,27.48,32.2,840,2275,100,8,1040
0.01770697,22.79,23.91,27.25,32.5,866,2814,100,1,1495
0.011965216,22.92,23.91,27.21,32.79,831,6868,100,7,1430
0.020806545,25.64,23.87,27.32,32.79,745,16433,100,6,3835
0.014329056,28.12,24.12,27.28,32.2,829,4914,100,4,1885
0.014409627,23.99,24.24,27.21,32.5,819,8101,100,7,1690
0.024695186,25.16,24.48,27.17,32.5,791,13690,100,7,2860
0.006569603,26.54,24.6,27.32,32.5,797,3123,100,5,1040
0.012538162,23.5,24.4,27.55,32.5,799,2373,100,1,975
0.022251949,23.04,24.28,27.48,33.08,801,3284,100,1,1950
0.011332463,23.17,24.4,27.25,33.08,788,3696,100,3,1755
0.027126931,23.91,23.91,27.59,32.79,786,3747,100,9,1950
0.020023745,23.66,24.12,27.44,32.5,801,10893,100,7,2275
0.032766119,25.56,24.24,27.52,32.5,639,4332,100,8,3835
0.022917077,24.07,24.2,27.63,32.5,795,12494,100,7,2600
0.002155219,25.84,24.48,27.63,32.79,961,1621,100,3,260
0.017952049,23.38,23.87,27.48,31.91,804,5216,100,3,2925
0.025450341,24.32,23.91,27.71,32.5,784,6072,100,2,3510
0.025847705,23.83,23.95,27.67,32.5,736,5878,100,2,3315
0.050767567,24.03,23.99,27.86,31.91,669,6140,100,9,3835
0.00019024,24.03,24.08,27.48,32.5,2198,1330,100,4,65
0.015938349,23,23.17,27.09,32.2,812,4781,100,3,2535
0.011819575,23.79,23.75,26.86,31.91,785,3797,100,3,1820
0.019461468,24.96,23.59,27.21,32.2,799,15401,100,6,3575
0.012445446,27.24,23.59,27.17,32.79,790,5730,100,5,2340
0.01049165,24.24,23.75,27.17,32.2,811,4839,100,5,1885
0.018327033,23.79,23.79,27.09,31.91,779,2874,100,8,1885
0.038754404,23.17,23.83,26.86,31.91,478,4713,100,1,3510
0.033393022,23.13,23.91,26.98,32.2,533,4264,100,1,2990
0.026842868,23.13,23.95,26.98,32.2,692,3685,100,1,2340
0.019641312,23.04,23.79,27.17,31.91,815,2926,100,0,1560
0.009572026,23.46,23.87,26.86,32.2,797,8109,100,6,1755
0.00672,25,23.75,27.09,32.2,826,2223,100,2,650
0.018024828,24.32,23.83,27.17,31.91,802,14266,100,6,3315
0.016785916,26.97,23.95,27.09,32.5,781,2844,100,8,1820
0.005280443,23.04,23.99,27.13,31.91,837,1761,100,1,325
0.003691303,22.67,23.91,27.25,32.2,884,2093,100,5,520
0.047487512,23.09,23.67,27.25,32.5,620,5664,100,9,3510
0.026510086,23.75,23.67,27.32,32.5,787,3695,100,9,1885
0.024793325,23.17,23.71,27.21,31.91,805,3383,100,8,2730
0.027279243,23,23.83,27.21,32.2,595,3507,100,0,2275
0.005597532,22.84,23.83,27.25,32.5,822,2361,100,4,650
0.017772952,24.07,23.79,27.36,32.2,803,14140,100,6,3250
0.012943283,26.97,23.75,27.13,32.5,785,5983,100,5,2470
0.009512217,24.32,23.99,27.32,32.5,798,5662,100,7,1170
0.005890421,23.91,24.16,27.25,32.5,861,1813,100,8,455
0.0254394,22.88,24.12,27.05,32.79,694,3470,100,1,2275
0.014936837,23.04,24.08,27.25,32.5,815,3850,100,2,1820
0.022357872,23.21,23.95,27.13,33.08,746,7787,100,4,3315
0.015464978,23.95,23.95,27.4,32.2,779,2601,100,1,1235
0.004098454,23,23.95,27.32,32.5,823,3097,100,7,650
0.033711489,23.83,23.91,27.25,32.2,580,18635,100,7,3900
0.000143733,26.85,24.28,27.17,32.2,2962,1360,100,5,65
0.002667989,22.21,23.59,26.94,32.5,888,1543,100,9,195
0.017067339,23.5,23.5,27.17,32.2,805,13662,100,6,3120
0.00555338,26.47,23.59,26.9,32.2,849,2030,100,2,455
0.006409034,22.67,23.63,27.05,31.91,845,2147,100,2,585
0.008077711,22.58,23.75,26.98,31.91,837,2453,100,2,845
0.004628628,22.59,23.79,27.01,32.2,871,1676,100,0,260
0.019771881,24.03,23.42,26.98,32.2,798,15615,100,6,3640
0.023116387,27.82,23.63,26.94,32.5,791,6496,100,3,3835
0.020290297,24.84,23.67,27.09,31.91,763,2952,100,0,1625
0.000820747,22.96,23.79,27.13,32.5,1299,1400,100,4,130
0.021745926,22.33,23.71,27.13,32.2,598,7357,100,4,3120
0.042141791,23.95,23.67,27.05,32.2,772,5269,100,9,3185
0.013124309,23.75,23.67,27.05,32.5,824,7535,100,7,1560
0.013510809,24.32,24.08,27.01,31.91,803,2355,100,0,975
0.032159764,22.71,23.83,27.09,32.2,641,4194,100,8,3640
0.029619997,23.09,23.91,27.17,32.2,695,3941,100,8,3315
0.02473343,23.04,23.95,27.13,32.2,752,3641,100,8,2860
0.027698787,23.09,23.87,27.25,32.5,782,6459,100,2,3705
0.021753037,24.28,23.75,27.05,32.5,794,6114,100,3,3575
0.021857247,24.52,23.95,27.21,32.2,814,3237,100,8,2340
0.020683585,23,23.91,27.09,32.2,819,3108,100,8,2145
0.010716126,23,23.91,27.17,32.5,823,2230,100,1,780
0.011668545,22.71,23.91,27.09,32.2,840,3146,100,2,1300
0.021941222,23.79,23.75,27.09,32.2,793,6173,100,3,3640
0.015854122,24.56,23.87,27.25,32.5,813,3918,100,2,1885
0.011736452,24.11,23.99,27.17,32.2,830,9711,100,6,2145
0.017603388,26.04,23.91,27.28,32.5,759,8250,100,5,3575
0.019756762,25.16,23.99,27.13,32.2,803,6840,100,4,2860
0.012492348,24.32,24.24,27.52,32.79,830,3969,100,3,1950
0.043574553,24.07,24.08,27.59,32.79,378,4856,100,0,3705
0.009195428,23.58,24.24,27.21,32.2,808,3232,100,3,1430
0.018814538,23.79,23.95,27.59,32.5,808,6340,100,4,2600
0.020866426,23.99,23.91,27.55,32.5,800,7059,100,4,2990
0.01334001,24.28,24.28,27.48,32.2,825,4155,100,3,2080
0.009786901,24.28,24.08,27.67,32.79,823,4491,100,5,1690
